episode_id,policy_freq,profile,method,value,episode_length,collision,mean_speed,lane_0_time,lane_1_time,lane_2_time,total_cost,total_avoided_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count
10,1,right_lane,adaptive,0.3162,40,0,22.268957345971565,0.0,0.0,40.0,0.0,0.5,63.43033176926014,43.43033176926015,20.0,nan,0.0,0,0,0,40
11,1,right_lane,adaptive,0.3162,40,0,21.393914055586297,1.0,1.0,38.0,0.5,4.5,61.77832791186854,42.02832791186854,19.75,18.0,0.075,0,0,3,37
12,1,right_lane,adaptive,0.3162,40,0,21.018957345971565,1.0,1.0,38.0,0.5,15.5,61.17845854769084,41.42845854769084,19.75,18.0,0.35,0,0,14,26
13,1,right_lane,adaptive,0.3162,40,0,22.643957345971486,0.0,0.0,40.0,0.0,2.0,64.03033175355436,44.03033175355438,20.0,18.0,0.05,0,0,2,38
14,1,right_lane,adaptive,0.3162,40,0,21.393957345971565,0.0,0.0,40.0,0.0,6.0,62.030331753554606,42.030331753554606,20.0,nan,0.0,0,0,0,40
15,1,right_lane,adaptive,0.3162,40,0,21.01895659544609,1.0,1.0,38.0,0.5,4.0,61.178395975644214,41.42839597564421,19.75,18.0,0.1,0,0,4,36
16,1,right_lane,adaptive,0.3162,40,0,21.768957345971554,1.0,1.0,38.0,0.5,8.0,62.37839944777864,42.62839944777865,19.75,18.0,0.15,0,0,6,34
17,1,right_lane,adaptive,0.3162,40,0,23.143957345971565,1.0,1.0,38.0,0.5,8.5,64.5783991088609,44.82839910886091,19.75,18.0,0.225,0,0,9,31
18,1,right_lane,adaptive,0.3162,19,1,24.776752099171972,0.0,0.0,19.0,0.5,0.0,31.930331595370706,22.430331595370706,9.5,18.0,0.05263157894736842,0,0,1,18
19,1,right_lane,adaptive,0.3162,10,1,21.07582937702842,0.0,0.0,10.0,0.0,5.0,14.480331750811368,9.73033175081137,4.75,18.0,0.8,0,0,8,2
20,1,right_lane,adaptive,0.3162,40,0,21.893957247111118,1.0,1.0,38.0,0.5,14.0,62.07839701830826,42.32839701830826,19.75,18.0,0.275,0,0,11,29
21,1,right_lane,adaptive,0.3162,40,0,21.14395723434353,1.0,1.0,38.0,0.5,4.0,61.37839713522696,41.62839713522696,19.75,18.0,0.05,0,0,2,38
22,1,right_lane,adaptive,0.3162,22,1,23.67083151139668,1.0,7.0,14.0,3.5,9.5,34.277013738317635,25.02701373831764,9.25,18.0,0.8181818181818182,0,0,18,4
23,1,right_lane,adaptive,0.3162,40,0,21.018957345971565,0.0,0.0,40.0,0.0,1.5,60.9303317535545,40.9303317535545,20.0,nan,0.0,0,0,0,40
24,1,right_lane,adaptive,0.3162,40,0,21.26895733124236,0.0,1.0,39.0,0.0,9.5,61.82939649113504,41.82939649113504,20.0,18.0,0.025,0,0,1,39
25,1,right_lane,adaptive,0.3162,40,0,20.893957345971565,0.0,0.0,40.0,0.0,9.5,61.23033177401779,41.23033177401779,20.0,18.0,0.175,0,0,7,33
26,1,right_lane,adaptive,0.3162,28,1,21.277081922816514,0.0,0.0,28.0,0.0,6.0,43.2303317535545,29.230331753554502,14.0,18.0,0.35714285714285715,0,0,10,18
27,1,right_lane,adaptive,0.3162,40,0,21.12749644062177,0.0,1.0,39.0,0.0,16.0,61.10306021987104,41.10306021987105,20.0,18.0,0.05,0,0,2,38
28,1,right_lane,adaptive,0.3162,40,0,21.893957345971565,0.0,0.0,40.0,0.0,1.0,63.02686344757135,43.02686344757134,20.0,18.0,0.05,0,0,2,38
29,1,right_lane,adaptive,0.3162,40,0,20.893957345971565,1.0,1.0,38.0,0.5,6.5,60.97839840434078,41.22839840434077,19.75,18.0,0.05,0,0,2,38
30,1,right_lane,adaptive,0.3162,40,0,23.518957345971565,0.0,0.0,40.0,0.0,0.0,65.4303317535545,45.430331753554505,20.0,nan,0.0,0,0,0,40
31,1,right_lane,adaptive,0.3162,20,1,20.537914691943126,0.0,1.0,19.0,0.0,8.5,30.22939651470176,20.22939651470176,10.0,18.0,0.75,0,0,15,5
32,1,right_lane,adaptive,0.3162,40,0,20.893957345971565,1.0,1.0,38.0,0.5,6.5,60.47839717648496,40.728397176484954,19.75,18.0,0.175,0,0,7,33
33,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,0.0,1.0,39.0,0.0,4.5,60.629397667739944,40.629397667739944,20.0,18.0,0.025,0,0,1,39
34,1,right_lane,adaptive,0.3162,40,0,21.7667895688869,0.0,1.0,39.0,0.0,12.0,62.62592922440636,42.62592922440636,20.0,18.0,0.075,0,0,3,37
35,1,right_lane,adaptive,0.3162,5,1,21.15161315963453,0.0,0.0,5.0,0.0,2.5,7.533334325522721,5.033334325522721,2.5,18.0,1.0,0,0,5,0
36,1,right_lane,adaptive,0.3162,40,0,21.752495691584983,0.0,0.0,40.0,0.0,2.0,62.1040010269616,42.10400102696159,20.0,18.0,0.05,0,0,2,38
37,1,right_lane,adaptive,0.3162,40,0,23.268957345971494,1.0,1.0,38.0,0.5,12.0,64.97493184351472,45.22493184351472,19.75,18.0,0.175,0,0,7,33
38,1,right_lane,adaptive,0.3162,40,0,21.268957345971565,0.0,0.0,40.0,0.0,6.0,61.830331753554596,41.83033175355459,20.0,nan,0.0,0,0,0,40
39,1,right_lane,adaptive,0.3162,40,0,21.76895733466685,0.0,1.0,39.0,0.0,6.5,62.629398311598564,42.62939831159856,20.0,18.0,0.1,0,0,4,36
40,1,right_lane,adaptive,0.3162,24,1,22.32326224328594,0.0,0.0,24.0,0.0,8.5,38.030331769260144,26.030331769260144,12.0,18.0,0.7083333333333334,0,0,17,7
41,1,right_lane,adaptive,0.3162,16,1,20.98489336492874,0.0,0.0,16.0,0.0,4.0,23.930331753554395,15.930331753554395,8.0,18.0,0.375,0,0,6,10
42,1,right_lane,adaptive,0.3162,36,1,22.79884149552396,1.0,1.0,34.0,0.5,6.0,57.0783991088609,39.3283991088609,17.75,18.0,0.3333333333333333,0,0,12,24
43,1,right_lane,adaptive,0.3162,40,0,22.64395734428684,0.0,1.0,39.0,0.0,12.0,63.529398326990545,43.52939832699053,20.0,18.0,0.1,0,0,4,36
44,1,right_lane,adaptive,0.3162,9,1,21.750921098254235,0.0,1.0,8.0,0.0,5.0,13.929397510678058,9.429397510678058,4.5,18.0,1.0,0,0,9,0
45,1,right_lane,adaptive,0.3162,40,0,21.268957345971565,0.0,1.0,39.0,0.0,6.5,61.32939766774115,41.32939766774115,20.0,18.0,0.175,0,0,7,33
46,1,right_lane,adaptive,0.3162,20,1,21.78791469194299,0.0,1.0,19.0,0.0,5.5,31.229397667741043,21.229397667741036,10.0,18.0,0.55,0,0,11,9
47,1,right_lane,adaptive,0.3162,40,0,22.268957345971565,1.0,1.0,38.0,0.5,0.0,62.678399108860894,42.9283991088609,19.75,18.0,0.05,0,0,2,38
48,1,right_lane,adaptive,0.3162,40,0,20.393957345971565,1.0,1.0,38.0,0.5,15.0,60.17839717648496,40.42839717648496,19.75,18.0,0.175,0,0,7,33
49,1,right_lane,adaptive,0.3162,40,0,22.76891480436816,0.0,1.0,39.0,0.0,5.0,64.22932844813633,44.22932844813632,20.0,18.0,0.15,0,0,6,34
50,1,right_lane,adaptive,0.3162,40,0,22.51895734597155,0.0,3.0,37.0,1.5,14.0,63.079696586166925,43.82969658616692,19.25,18.0,0.225,0,0,9,31
51,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,0.0,0.0,40.0,0.0,17.5,60.63033175355451,40.63033175355451,20.0,18.0,0.65,0,0,26,14
52,1,right_lane,adaptive,0.3162,21,1,20.75039494470774,1.0,1.0,19.0,0.5,11.0,31.678397176484957,21.428397176484957,10.25,18.0,1.0,0,0,21,0
53,1,right_lane,adaptive,0.3162,19,1,20.829383886255922,0.0,0.0,19.0,0.0,7.0,28.430331753554505,18.930331753554505,9.5,18.0,0.42105263157894735,0,0,8,11
54,1,right_lane,adaptive,0.3162,40,0,22.393957345971565,0.0,0.0,40.0,0.0,1.0,63.13033175355449,43.1303317535545,20.0,18.0,0.025,0,0,1,39
55,1,right_lane,adaptive,0.3162,40,0,22.518957345971565,1.0,1.0,38.0,0.5,5.5,63.578399108860886,43.82839910886088,19.75,18.0,0.075,0,0,3,37
56,1,right_lane,adaptive,0.3162,40,0,21.143957345945747,1.0,1.0,38.0,0.5,7.0,61.37839717644364,41.62839717644364,19.75,18.0,0.1,0,0,4,36
57,1,right_lane,adaptive,0.3162,40,0,20.75249644062177,0.0,1.0,39.0,0.0,1.0,61.003060219217346,41.003060219217346,20.0,18.0,0.025,0,0,1,39
58,1,right_lane,adaptive,0.3162,40,0,20.393957345971565,0.0,0.0,40.0,0.0,0.0,60.45320089613101,40.45320089613101,20.0,nan,0.0,0,0,0,40
59,1,right_lane,adaptive,0.3162,40,0,21.516504195735575,1.0,1.0,38.0,0.5,7.0,61.974472136107366,42.224472136107366,19.75,18.0,0.05,0,0,2,38
60,1,right_lane,adaptive,0.3162,40,0,21.643957345971565,0.0,1.0,39.0,0.0,0.5,62.43280649231849,42.43280649231849,20.0,18.0,0.025,0,0,1,39
61,1,right_lane,adaptive,0.3162,40,0,20.768957345971565,0.0,1.0,39.0,0.0,5.0,61.02939651471896,41.029396514718954,20.0,18.0,0.075,0,0,3,37
62,1,right_lane,adaptive,0.3162,40,0,22.268957345971565,1.0,1.0,38.0,0.5,4.5,63.17839840434078,43.42839840434078,19.75,18.0,0.075,0,0,3,37
63,1,right_lane,adaptive,0.3162,40,0,21.143957345971565,1.0,1.0,38.0,0.5,4.0,61.378397181179565,41.62839718117957,19.75,18.0,0.2,0,0,8,32
64,1,right_lane,adaptive,0.3162,40,0,21.643957345971565,0.0,4.0,36.0,2.0,4.5,61.429639938752445,42.429639938752445,19.0,18.0,0.2,0,0,8,32
65,1,right_lane,adaptive,0.3162,33,1,23.81085738905644,0.0,1.0,32.0,0.0,9.5,54.3293983296861,37.82939832968611,16.5,18.0,0.3939393939393939,0,0,13,20
66,1,right_lane,adaptive,0.3162,28,1,21.634224779959375,1.0,1.0,26.0,0.5,9.0,42.878398404340764,29.12839840434078,13.75,18.0,0.6071428571428571,0,0,17,11
67,1,right_lane,adaptive,0.3162,40,0,21.143957345971565,0.0,1.0,39.0,0.0,3.0,61.12939766843067,41.12939766843068,20.0,18.0,0.05,0,0,2,38
68,1,right_lane,adaptive,0.3162,3,1,23.55281207133059,0.0,1.0,2.0,0.0,1.5,4.725402218709974,3.2254022187099736,1.5,18.0,1.0,0,0,3,0
69,1,right_lane,adaptive,0.3162,40,0,20.643957345971565,1.0,1.0,38.0,0.5,1.0,60.078398404339495,40.328398404339495,19.75,18.0,0.05,0,0,2,38
70,1,right_lane,adaptive,0.3162,40,0,20.768957345971565,1.0,1.0,38.0,0.5,17.0,60.77839910880876,41.02839910880877,19.75,18.0,0.475,0,0,19,21
71,1,right_lane,adaptive,0.3162,40,0,22.268957345971057,1.0,1.0,38.0,0.5,3.0,63.17839910886008,43.428399108860084,19.75,18.0,0.075,0,0,3,37
72,1,right_lane,adaptive,0.3162,40,0,21.518957344482878,0.0,1.0,39.0,0.0,5.5,62.40306021557957,42.40306021557957,20.0,18.0,0.225,0,0,9,31
73,1,right_lane,adaptive,0.3162,40,0,20.268957345971565,0.0,0.0,40.0,0.0,17.0,60.230331755622736,40.230331755622736,20.0,18.0,0.475,0,0,19,21
74,1,right_lane,adaptive,0.3162,40,0,22.143957345971565,1.0,1.0,38.0,0.5,0.5,62.978398404341505,43.228398404341505,19.75,18.0,0.05,0,0,2,38
75,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,1.0,1.0,38.0,0.5,16.0,60.37839840304393,40.62839840304393,19.75,18.0,0.4,0,0,16,24
76,1,right_lane,adaptive,0.3162,40,0,20.268957345971565,0.0,0.0,40.0,0.0,7.5,60.2303317535545,40.2303317535545,20.0,nan,0.0,0,0,0,40
77,1,right_lane,adaptive,0.3162,18,1,23.097682991039065,0.0,0.0,18.0,0.5,4.0,29.030331753548133,20.030331753548136,9.0,18.0,0.2777777777777778,0,0,5,13
78,1,right_lane,adaptive,0.3162,40,0,21.268957345971565,0.0,1.0,39.0,0.0,3.5,61.07939766774115,41.32939766774114,19.75,18.0,0.05,0,0,2,38
79,1,right_lane,adaptive,0.3162,40,0,21.018957345749705,1.0,1.0,38.0,0.5,7.0,61.17839840398453,41.42839840398452,19.75,18.0,0.1,0,0,4,36
80,1,right_lane,adaptive,0.3162,34,1,23.69877334820184,0.0,0.0,34.0,0.0,7.0,55.83033175386274,38.83033175386273,17.0,18.0,0.2647058823529412,0,0,9,25
81,1,right_lane,adaptive,0.3162,40,0,21.766466606367043,0.0,1.0,39.0,0.0,2.5,62.12541314631887,42.12541314631887,20.0,18.0,0.15,0,0,6,34
82,1,right_lane,adaptive,0.3162,40,0,21.268957345971565,0.0,0.0,40.0,0.0,3.0,61.83379213911206,41.83379213911206,20.0,nan,0.0,0,0,0,40
83,1,right_lane,adaptive,0.3162,40,0,22.391789654732086,1.0,1.0,38.0,0.5,11.0,63.374930802877735,43.62493080287773,19.75,18.0,0.125,0,0,5,35
84,1,right_lane,adaptive,0.3162,40,0,22.643957345971565,0.0,0.0,40.0,0.0,1.0,64.03334332788558,44.03334332788558,20.0,18.0,0.025,0,0,1,39
85,1,right_lane,adaptive,0.3162,40,0,20.893957345971565,0.0,0.0,40.0,0.0,7.0,61.2303317535545,41.2303317535545,20.0,18.0,0.075,0,0,3,37
86,1,right_lane,adaptive,0.3162,40,0,21.393957345971554,0.0,0.0,40.0,0.0,7.5,62.030331753554485,42.03033175355448,20.0,18.0,0.025,0,0,1,39
87,1,right_lane,adaptive,0.3162,40,0,21.018957345971565,1.0,1.0,38.0,0.5,1.5,61.178398403043936,41.42839840304394,19.75,18.0,0.05,0,0,2,38
88,1,right_lane,adaptive,0.3162,40,0,22.893671888689,0.0,1.0,39.0,0.0,3.5,64.42893978304966,44.42893978304965,20.0,18.0,0.075,0,0,3,37
89,1,right_lane,adaptive,0.3162,40,0,20.8939573329563,1.0,1.0,38.0,0.5,12.0,60.97879374158068,41.22879374158068,19.75,18.0,0.1,0,0,4,36
90,1,right_lane,adaptive,0.3162,40,0,20.393957345971565,0.0,4.0,36.0,1.5,15.0,59.67805542566948,40.42805542566947,19.25,18.0,0.225,0,0,9,31
91,1,right_lane,adaptive,0.3162,40,0,22.143957345971565,0.0,0.0,40.0,0.0,7.0,63.230331753554516,43.23033175355451,20.0,18.0,0.225,0,0,9,31
92,1,right_lane,adaptive,0.3162,40,0,20.768957345971565,1.0,1.0,38.0,0.5,6.0,60.77839910880876,41.02839910880877,19.75,18.0,0.15,0,0,6,34
93,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,0.0,0.0,40.0,0.0,19.0,60.6303317535545,40.63033175355451,20.0,18.0,0.525,0,0,21,19
94,1,right_lane,adaptive,0.3162,40,0,21.518957345971565,0.0,0.0,40.0,0.0,17.0,62.23033175355451,42.2303317535545,20.0,18.0,0.125,0,0,5,35
95,1,right_lane,adaptive,0.3162,40,0,21.768957345971565,0.0,1.0,39.0,0.0,2.5,62.62939766843071,42.62939766843073,20.0,18.0,0.025,0,0,1,39
96,1,right_lane,adaptive,0.3162,40,0,21.268957345967657,1.0,1.0,38.0,0.5,2.0,61.57839910880253,41.82839910880251,19.75,18.0,0.075,0,0,3,37
97,1,right_lane,adaptive,0.3162,40,0,23.643957345971565,0.0,1.0,39.0,0.0,6.0,65.62939766774726,45.629397667747256,20.0,18.0,0.075,0,0,3,37
98,1,right_lane,adaptive,0.3162,40,0,22.018957345971565,0.0,1.0,39.0,0.0,6.0,63.02939766774115,43.029397667741144,20.0,18.0,0.025,0,0,1,39
99,1,right_lane,adaptive,0.3162,39,1,21.814315226637497,1.0,1.0,37.0,0.5,9.0,60.87839840507329,41.6283984050733,19.25,18.0,0.46153846153846156,0,0,18,21
100,1,right_lane,adaptive,0.3162,40,0,23.143957345971565,1.0,1.0,38.0,0.5,1.0,64.0783984043415,44.3283984043415,19.75,18.0,0.075,0,0,3,37
101,1,right_lane,adaptive,0.3162,40,0,21.393957345967653,1.0,1.0,38.0,0.5,2.0,61.778398405066994,42.028398405067,19.75,18.0,0.075,0,0,3,37
102,1,right_lane,adaptive,0.3162,13,1,23.135253366251842,0.0,0.0,13.0,0.0,0.0,21.10399430189672,14.603994301896723,6.5,nan,0.0,0,0,0,13
103,1,right_lane,adaptive,0.3162,40,0,21.893957345971565,1.0,1.0,38.0,0.5,5.5,62.0783991088088,42.32839910880881,19.75,18.0,0.15,0,0,6,34
104,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,0.0,1.0,39.0,0.0,5.5,60.629397666520454,40.629397666520454,20.0,18.0,0.025,0,0,1,39
105,1,right_lane,adaptive,0.3162,3,1,25.0,1.0,1.0,1.0,0.5,2.0,4.648067887473768,3.3980678874737684,1.25,18.0,1.0,0,0,3,0
106,1,right_lane,adaptive,0.3162,40,0,21.268957345971565,0.0,0.0,40.0,0.0,2.0,61.3303317535545,41.33033175355451,20.0,18.0,0.025,0,0,1,39
107,1,right_lane,adaptive,0.3162,40,0,20.893957345971565,1.0,1.0,38.0,0.5,8.5,60.97839840434078,41.22839840434077,19.75,18.0,0.35,0,0,14,26
108,1,right_lane,adaptive,0.3162,40,0,21.768957345971053,1.0,1.0,38.0,0.5,3.5,62.378398404339954,42.62839840433996,19.75,18.0,0.15,0,0,6,34
109,1,right_lane,adaptive,0.3162,40,0,22.643957345971565,0.0,1.0,39.0,0.0,3.0,64.02939832968683,44.029398329686835,20.0,18.0,0.05,0,0,2,38
110,1,right_lane,adaptive,0.3162,7,1,22.251152256881806,1.0,1.0,5.0,0.5,4.0,10.678388054857361,7.428388054857361,3.25,18.0,1.0,0,0,7,0
111,1,right_lane,adaptive,0.3162,40,0,21.643957345971565,2.0,4.0,34.0,3.0,2.0,60.427275525642635,41.92727552564263,18.5,18.0,0.175,0,0,7,33
112,1,right_lane,adaptive,0.3162,21,1,22.178966373279025,1.0,1.0,19.0,0.5,8.0,32.878397181182414,22.628397181182418,10.25,18.0,0.6190476190476191,0,0,13,8
113,1,right_lane,adaptive,0.3162,40,0,21.893957345971565,0.0,1.0,39.0,0.0,13.0,62.329396514718965,42.329396514718965,20.0,18.0,0.075,0,0,3,37
114,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,0.0,1.0,39.0,0.0,11.0,60.629397667739944,40.629397667739944,20.0,18.0,0.075,0,0,3,37
115,1,right_lane,adaptive,0.3162,40,0,21.768957345971565,1.0,1.0,38.0,0.5,5.0,62.37839910886089,42.6283991088609,19.75,18.0,0.05,0,0,2,38
116,1,right_lane,adaptive,0.3162,30,1,20.358609794628755,0.0,0.0,30.0,0.0,12.5,45.2303317535545,30.230331753554502,15.0,18.0,0.7333333333333333,0,0,22,8
117,1,right_lane,adaptive,0.3162,40,0,22.143957345971494,1.0,1.0,38.0,0.5,7.5,62.478397176503144,42.72839717650314,19.75,18.0,0.1,0,0,4,36
118,1,right_lane,adaptive,0.3162,9,1,21.19536592423284,0.0,1.0,8.0,0.0,5.0,13.729396493871175,9.229396493871175,4.5,18.0,1.0,0,0,9,0
119,1,right_lane,adaptive,0.3162,40,0,22.018957345971565,0.0,0.0,40.0,0.0,10.5,62.5303317535545,42.530331753554506,20.0,18.0,0.025,0,0,1,39
120,1,right_lane,adaptive,0.3162,40,0,22.268957345971565,0.0,0.0,40.0,0.0,1.0,63.430331753554505,43.43033175355449,20.0,18.0,0.05,0,0,2,38
121,1,right_lane,adaptive,0.3162,40,0,21.768957345971565,1.0,1.0,38.0,0.5,4.5,62.3783991088609,42.6283991088609,19.75,18.0,0.075,0,0,3,37
122,1,right_lane,adaptive,0.3162,40,0,21.268957345971565,0.0,0.0,40.0,0.0,0.0,61.8303317535545,41.830331753554496,20.0,nan,0.0,0,0,0,40
123,1,right_lane,adaptive,0.3162,40,0,20.393957345971565,1.0,1.0,38.0,0.5,18.0,60.17839717648496,40.42839717648496,19.75,18.0,0.1,0,0,4,36
124,1,right_lane,adaptive,0.3162,17,1,22.69166434286267,1.0,1.0,15.0,1.0,5.5,26.878397180774652,18.628397180774652,8.25,18.0,0.5294117647058824,0,0,9,8
125,1,right_lane,adaptive,0.3162,40,0,22.002496438936525,0.0,0.0,40.0,0.0,4.5,62.25399430229843,42.50399430229844,19.75,18.0,0.025,0,0,1,39
126,1,right_lane,adaptive,0.3162,40,0,21.018957344257622,0.0,0.0,40.0,0.0,3.5,61.453200895730006,41.45320089573,20.0,18.0,0.1,0,0,4,36
127,1,right_lane,adaptive,0.3162,40,0,21.018957345971565,0.0,1.0,39.0,0.0,18.0,61.42939833206728,41.42939833206728,20.0,18.0,0.75,0,0,30,10
128,1,right_lane,adaptive,0.3162,17,1,24.750487838206908,1.0,1.0,15.0,0.5,3.5,28.278399085287095,20.028399085287095,8.25,18.0,0.35294117647058826,0,0,6,11
129,1,right_lane,adaptive,0.3162,40,0,23.76895734594235,0.0,1.0,39.0,0.0,12.0,65.32939832963936,45.329398329639346,20.0,18.0,0.025,0,0,1,39
130,1,right_lane,adaptive,0.3162,40,0,21.518957345971565,0.0,0.0,40.0,0.0,9.5,62.23033175359509,42.230331753595095,20.0,18.0,0.025,0,0,1,39
131,1,right_lane,adaptive,0.3162,40,0,21.768957345971565,0.0,1.0,39.0,0.0,0.5,62.62939832968611,42.6293983296861,20.0,18.0,0.05,0,0,2,38
132,1,right_lane,adaptive,0.3162,40,0,21.250043292099726,0.0,1.0,39.0,0.0,14.5,61.799135182235744,41.79913518223574,20.0,18.0,0.075,0,0,3,37
133,1,right_lane,adaptive,0.3162,40,0,21.018957345971554,0.0,1.0,39.0,0.0,2.5,61.455674969348124,41.455674969348124,20.0,18.0,0.025,0,0,1,39
134,1,right_lane,adaptive,0.3162,40,0,20.393957345971565,0.0,0.0,40.0,0.0,20.0,60.43033175355452,40.43033175355452,20.0,18.0,0.075,0,0,3,37
135,1,right_lane,adaptive,0.3162,40,0,21.518957345971565,0.0,0.0,40.0,0.0,15.5,62.2303317535545,42.230331753554495,20.0,18.0,0.4,0,0,16,24
136,1,right_lane,adaptive,0.3162,40,0,20.768957345971565,0.0,1.0,39.0,0.0,0.5,61.02939766774115,41.02939766774115,20.0,18.0,0.025,0,0,1,39
137,1,right_lane,adaptive,0.3162,21,1,21.226585420898214,0.0,1.0,20.0,0.0,8.5,32.32939766774115,21.829397667741148,10.5,18.0,0.38095238095238093,0,0,8,13
138,1,right_lane,adaptive,0.3162,40,0,21.143957345971565,0.0,1.0,39.0,0.0,1.0,61.12939766774183,41.12939766774183,20.0,18.0,0.025,0,0,1,39
139,1,right_lane,adaptive,0.3162,40,0,20.393957345971565,1.0,1.0,38.0,0.5,13.5,60.17839717648496,40.42839717648496,19.75,18.0,0.525,0,0,21,19
140,1,right_lane,adaptive,0.3162,18,1,20.875460768825693,0.0,1.0,17.0,0.0,9.5,27.429397666520444,18.429397666520444,9.0,18.0,0.7777777777777778,0,0,14,4
141,1,right_lane,adaptive,0.3162,40,0,22.768634297606514,0.0,1.0,39.0,0.0,1.5,63.72888145230203,43.72888145230203,20.0,18.0,0.025,0,0,1,39
142,1,right_lane,adaptive,0.3162,12,1,21.31319115248597,0.0,1.0,11.0,0.0,4.0,18.429846477385716,12.429846477385716,6.0,18.0,0.6666666666666666,0,0,8,4
143,1,right_lane,adaptive,0.3162,40,0,21.231377104427974,0.0,1.0,39.0,0.0,3.0,61.269269280050715,41.2692692800507,20.0,18.0,0.025,0,0,1,39
144,1,right_lane,adaptive,0.3162,40,0,21.143957345971565,0.0,0.0,40.0,0.0,13.5,61.85620455003645,41.85620455003646,20.0,nan,0.0,0,0,0,40
145,1,right_lane,adaptive,0.3162,40,0,20.643957345971565,1.0,2.0,37.0,1.0,17.0,60.32660891286027,40.82660891286027,19.5,18.0,0.625,0,0,25,15
146,1,right_lane,adaptive,0.3162,40,0,21.143919754885687,0.0,1.0,39.0,0.0,1.0,61.62933752078303,41.62933752078304,20.0,18.0,0.025,0,0,1,39
147,1,right_lane,adaptive,0.3162,37,1,21.371845779428718,0.0,1.0,36.0,0.0,3.5,57.329449893052235,38.82944989305223,18.5,18.0,0.13513513513513514,0,0,5,32
148,1,right_lane,adaptive,0.3162,18,1,21.153238546603454,0.0,1.0,17.0,0.0,5.0,27.12939766773993,18.129397667739934,9.0,18.0,0.3888888888888889,0,0,7,11
149,1,right_lane,adaptive,0.3162,40,0,22.143957345971565,0.0,0.0,40.0,0.0,7.5,62.73033175355452,42.730331753554516,20.0,nan,0.0,0,0,0,40
150,1,right_lane,adaptive,0.3162,40,0,20.518957345971565,0.0,0.0,40.0,0.0,17.0,60.6303317535545,40.63033175355451,20.0,18.0,0.5,0,0,20,20
151,1,right_lane,adaptive,0.3162,40,0,23.518957345971565,0.0,0.0,40.0,0.0,11.5,65.43033175355451,45.43033175355451,20.0,18.0,0.1,0,0,4,36
152,1,right_lane,adaptive,0.3162,40,0,23.018957331271576,2.0,5.0,33.0,3.5,11.5,62.87770513972199,44.62770513972199,18.25,18.0,0.5,0,0,20,20
153,1,right_lane,adaptive,0.3162,25,1,21.230331753554502,0.0,0.0,25.0,0.0,7.0,38.530331773977196,26.030331773977196,12.5,18.0,0.2,0,0,5,20
154,1,right_lane,adaptive,0.3162,40,0,22.643957345971565,1.0,7.0,32.0,3.5,4.0,61.77729473122206,43.52729473122206,18.25,18.0,0.25,0,0,10,30
155,1,right_lane,adaptive,0.3162,40,0,22.518957345971565,0.0,0.0,40.0,0.0,15.0,63.8303317535545,43.8303317535545,20.0,18.0,0.75,0,0,30,10
